STT,Loại câu hỏi,Câu hỏi,Câu trả lời,Căn cứ
75,"Các trường hợp chỉnh sửa nội dung văn bằng, chứng chỉ",Trường hợp nào người cấp văn bằng có thể yêu cầu chỉnh sửa nội dung ghi trên văn bằng?,"Người được cấp văn bằng, chứng chỉ có quyền yêu cầu chỉnh sửa nội dung ghi trên văn 
 bằng, chứng chỉ trong các trường hợp sau:
 1. Được cơ quan có thẩm quyền xác nhận thay đổi hoặc cải chính hộ tịch.
 2. Được xác định lại dân tộc, xác định lại giới tính.
 3. Được bổ sung hộ tịch, điều chỉnh hộ tịch.
 4. Được đăng ký khai sinh quá hạn, đăng ký lại việc sinh.","Điều 19, QUY CHẾ VĂN BẰNG, CHỨNG CHỈ CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
76,"Hồ sơ, trình tự, thủ tục chỉnh sửa nội dung văn bằng, chứng chỉ",Muốn yêu cầu chỉnh sửa văn bằng chứng chỉ cần chuẩn bị hồ sơ gì?,"1. Hồ sơ đề nghị chỉnh sửa văn bằng, chứng chỉ: 
 a) Đơn đề nghị chỉnh sửa văn bằng, chứng chỉ có chữ ký của người được cấp; 
 b) Văn bằng, chứng chỉ đề nghị chỉnh sửa; 
 c) Trích lục hoặc quyết định thay đổi hoặc cải chính hộ tịch, xác định lại dân tộc, xác định lại giới tính đối với trường hợp chỉnh sửa văn bằng, chứng chỉ do thay đổi hoặc cải chính hộ tịch, xác định lại dân tộc, xác định lại giới tính; 
 d) Giấy khai sinh đối với trường hợp chỉnh sửa văn bằng, chứng chỉ do bổ sung hộ tịch, điều chỉnh hộ tịch, đăng ký lại việc sinh, đăng ký khai sinh quá hạn; 
 đ) Giấy chứng minh thư nhân dân hoặc căn cước công dân hoặc hộ chiếu hoặc giấy tờ tùy thân hợp pháp khác có ảnh của người được cấp văn bằng, chứng chỉ. Thông tin ghi trên các giấy tờ này phải phù hợp với đề nghị chỉnh sửa nội dung văn bằng, chứng chỉ. Các tài liệu trong hồ sơ đề nghị chỉnh sửa văn bằng, chứng chỉ quy định tại các điểm b, c, d, đ khoản 1 Điều này có thể là bản sao từ sổ gốc hoặc bản sao được chứng thực từ bản chính. 
 Nếu tài liệu trong hồ sơ đề nghị chỉnh sửa văn bằng, chứng chỉ quy định tại các điểm b, c, d, đ khoản 1 Điều này là bản sao không có chứng thực thì người đề nghị chỉnh sửa văn bằng, chứng chỉ phải xuất trình bản chính để người tiếp nhận hồ sơ đối chiếu; người tiếp nhận hồ sơ phải ký xác nhận và ghi rõ họ tên vào bản sao và chịu trách nhiệm về tính chính xác của bản sao so với bản chính.","Khoản 1, Điều 20, QUY CHẾ VĂN BẰNG, CHỨNG CHỈ CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
77,"Thu hồi, hủy bỏ văn bằng, chứng chỉ",Các trường hợp có thể bị hủy bỏ văn bằng?,"Văn bằng, chứng chỉ bị thu hồi trong các trường hợp sau đây: 
 a) Có hành vi gian lận trong tuyển sinh, học tập, thi cử, bảo vệ đồ án, khóa luận tốt nghiệp, luận văn, luận án hoặc gian lận trong việc làm hồ sơ để được cấp văn bằng, chứng chỉ. 
 b) Cấp cho người không đủ điều kiện. 
 c) Do người không có thẩm quyền cấp. 
 d) Bị tẩy xóa, sửa chữa. 
 đ) Để cho người khác sử dụng. 
 e) Do lỗi của Trường.","Khoản 1, Điều 22, QUY CHẾ VĂN BẰNG, CHỨNG CHỈ CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
78,Phương thức xét tuyển đầu vào hệ tài năng,Các phương thức xét tuyển đầu vào nào của hệ tài năng?,"Việc xét tuyển đầu vào được áp dụng 1 trong 2 trường hợp:
 1. Tuyển từ năm 1 - theo kết quả đấu vào tuyển sinh
 Chỉ tiêu tối đa là 30 sinh viên/chương trình, nằm trong tổng chỉ tiêu toàn trường và đảm bảo điều kiện không quá 20% chỉ tiêu của ngành tương ứng và không quá 10% tổng chỉ tiêu của trường Sinh viên sẽ nộp đơn xin xét tuyển vào CTTN.
 2. Tuyển sinh viên năm trên
 Tuyển đầu vào lớp CTTN sau học kỳ thứ nhất nhưng không muộn hơn học kỳ thứ ba. Nếu khoa có tiến hành phân ngành/chuyên ngành (ngành liên quan đến CTTN) thì bắt buộc phải tổ chức tuyển vào lớp CTTN không muộn hơn thời điểm phân ngành này.","Điều 8, QUYẾT ĐỊNH VỀ VIỆC BAN HÀNH QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TÀI NĂNG CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
79,Phương thức xét tuyển đầu vào hệ tài năng,Đối tượng tuyển sinh nào được đăng ký vào CTTN ?,"- Tự nguyện tham gia vào CTTN.
 - Đã trúng tuyển vào hệ chính quy của Trường Đại học Công nghệ Thông tin, dựa trên các phương thức trúng tuyển theo thứ Tự ưa tiên:
 Diện tuyển thẳng. Diện ưa tiên xét tuyển thẳng. Diện ưa tiên xét tuyển chuẩn của Bộ GD&ĐT. Diện ưa tiên xét tuyển theo chuẩn cucar ĐHQG HCM. Đạt điểm số cao trong các tổ hợp môn xét tuyển vào Trường theo phương thức sử dụng điểm kỳ thi THPT hoặc kỳ thi Đánh giá năng lực của ĐHQG HCM. điểm xét tuyển vào chương trình sẽ do BĐH quyết định.
 - các sinh viên có thể phải qua phỏng vấn hoặc các hình thức khác theo quy định riêng của Khoa để được chính thức tuyển chọn.","Khoản 1, Điều 8, QUYẾT ĐỊNH VỀ VIỆC BAN HÀNH QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TÀI NĂNG CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
80,Phương thức xét tuyển đầu vào hệ tài năng,Đối với sinh viên năm trên muốn vào CTTN cần đạt các điều kiện gì?,"Sinh viên không thuộc diện chậm tiến độ theo Chương trình đào tạo.
 Điểm trung bình chung tích lũy (ĐTBHK) tính tới thời điểm xét và điểm trung bình chung học kỳ (ĐTBHK) gần nhất không dưới 7,5.
 Kết quả điểm một số môn học ""cốt lõi"" do Khoa quy định.
 Ưa tiên sinh viên đạt giải thưởng ""Sinh viên tài năng chạm tới đỉnh cao"".
 Khoa có thể quy định thêm các hình thức kiểm tra, phỏng vấn tuyển chọn kể cả việc xem xét thêm hệ số phụ như điểm xét tuyển đại học, thành tích thi các cuộc thi học thuật.","Khoản 1, Điều 8, QUYẾT ĐỊNH VỀ VIỆC BAN HÀNH QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TÀI NĂNG CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
81,"Tuyển bố sung và loại ra khởi chương trình, xét chính thức và dự bị","Các trường hợp, sinh viên có thể bị loại khỏi CTTN?","1. Loại khỏi chương trình Tại thời điểm xem xét, sinh viên rơi vào một trong các trường hợp sau:
 - Chưa tốt nghiệp khi đã quá thời gian thiết kế của khóa học và không có lý do đặc biệt.
 - Không đăng ký học đầy đủ các môn học CTTN bắt buộc trong học kỳ.
 - ĐTBTL nhỏ hơn 6,5 – tính tương ứng sau học kỳ 1 và sau học kỳ hè (kết quả học tập của học kỳ hè sẽ được tính chung vào kết quả học tập học kỳ 2 của năm học tương ứng).
 - Số tín chỉ tích lũy (STCTL) so với tiến độ CTĐT nhỏ hơn 80% nếu đang học năm 1, 2 hoặc nhỏ hơn 90% nếu đang học các năm trên.
 - ĐTBHK nhỏ hơn 6,5 hoặc hai học kỳ liên tiếp (tính cả học kỳ trước khi tuyển vào lớp CTTN) nhỏ hơn 7,0 – chỉ tính các học kỳ chính.
 - Điểm rèn luyện dưới mức KHÁ – tính theo qui định hiện hành. Nằm trong danh sách sinh viên dự bị 02 học kỳ liên tiếp. 
 Các sinh viên bị loại ra khỏi chương trình trong 3 học kỳ đầu tiên của khóa học sẽ được trở về ngành/chuyên ngành gốc theo kết quả tuyển sinh, từ học kỳ thứ 4 trở đi thì sinh viên được chuyển sang lớp chương trình chuẩn cùng ngành/chuyên ngành với lớp CTTN đang học.
 Sinh viên bị loại ra khỏi chương trình không được tham gia dự tuyển bổ sung lại vào chương trình.","Khoản 1, Điều 9, QUYẾT ĐỊNH VỀ VIỆC BAN HÀNH QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TÀI NĂNG CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
82,"Tuyển bố sung và loại ra khởi chương trình, xét chính thức và dự bị",Sinh viên bị loại khỏi CTTN có thể tiếp tục ở trường không?/Sinh viên bị loại khỏi CTTN có thể học lại CTTN trong đợt tuyển khác không?,"1. Loại khỏi chương trình Tại thời điểm xem xét, sinh viên rơi vào một trong các trường hợp sau:
 - Chưa tốt nghiệp khi đã quá thời gian thiết kế của khóa học và không có lý do đặc biệt.
 - Không đăng ký học đầy đủ các môn học CTTN bắt buộc trong học kỳ.
 - ĐTBTL nhỏ hơn 6,5 – tính tương ứng sau học kỳ 1 và sau học kỳ hè (kết quả học tập của học kỳ hè sẽ được tính chung vào kết quả học tập học kỳ 2 của năm học tương ứng).
 - Số tín chỉ tích lũy (STCTL) so với tiến độ CTĐT nhỏ hơn 80% nếu đang học năm 1, 2 hoặc nhỏ hơn 90% nếu đang học các năm trên.
 - ĐTBHK nhỏ hơn 6,5 hoặc hai học kỳ liên tiếp (tính cả học kỳ trước khi tuyển vào lớp CTTN) nhỏ hơn 7,0 – chỉ tính các học kỳ chính.
 - Điểm rèn luyện dưới mức KHÁ – tính theo qui định hiện hành. Nằm trong danh sách sinh viên dự bị 02 học kỳ liên tiếp. 
 Các sinh viên bị loại ra khỏi chương trình trong 3 học kỳ đầu tiên của khóa học sẽ được trở về ngành/chuyên ngành gốc theo kết quả tuyển sinh, từ học kỳ thứ 4 trở đi thì sinh viên được chuyển sang lớp chương trình chuẩn cùng ngành/chuyên ngành với lớp CTTN đang học.
 Sinh viên bị loại ra khỏi chương trình không được tham gia dự tuyển bổ sung lại vào chương trình.","Khoản 1, Điều 9, QUYẾT ĐỊNH VỀ VIỆC BAN HÀNH QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TÀI NĂNG CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
83,"Tuyển bố sung và loại ra khởi chương trình, xét chính thức và dự bị",Sinh viên đạt điều kiện gì để được tham gia đợt tuyển bổ sung CTTN?,"Điều kiện để sinh viên được tham gia dự tuyển bổ sung:
 Sinh viên chương trình chuẩn đang theo học cùng khóa, cùng ngành với lớp CTTN tương ứng. Trường hợp cần thiết Khoa có thể thông báo tuyển cả các sinh viên một số ngành/chuyên ngành khác - cùng khóa nếu ngành này chưa có sự khác biệt đáng kể về chương trình đào tạo so với ngành đang đào tạo CTTN (số tín chỉ khác biệt < 10%).
 Có điểm rèn luyện đạt từ loại Khá trở lên, có nguyện vọng theo học lớp CTTN. Có STCTL theo tiến độ CTĐT đạt trên 90%.
 ĐTBHK gần nhất và ĐTBTL tại thời điểm xét tuyển đều từ 7,5 trở lên.
 Điểm tổng kết các môn học cốt lõi (nếu có) đều đạt từ 7,5 trở lên.
 Đạt các tiêu chuẩn bổ sung khác do khoa quy định cụ thể.","Khoản 3, Điều 9, QUYẾT ĐỊNH VỀ VIỆC BAN HÀNH QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TÀI NĂNG CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
84,Tốt nghiệp Chương trình Tài năng,Sinh viên tốt nghiệp chương trình tài năng có khác gì chương trình chuẩn không?,"Sinh viên sẽ được cấp bằng ""Cử nhân/Kỹ sư Tài năng"" (Honor Program) của Trường ĐHCNTT - ĐHQG HCM nếu hội đủ các điều kiện sau:
 Đang là sinh viên của CTTN.
 Hoàn tất chương trình đúng hạn – đủ điều kiện để được cấp bằng theo đúng ngành học của lớp CTTN tương ứng. Nếu sinh viên đã bảo vệ KLTN đúng hạn nhưng chưa đủ điều kiện tốt nghiệp, Khoa có thể xem xét hoàn cảnh cụ thể để đề nghị BĐH và trình BGH phê duyệt cho phép gia hạn tối đa 1 học kỳ để hoàn tất CTĐT và được cấp bằng CTTN.
 Có điểm KLTN ≥ 7.0, ĐTBTL ≥ 7.0 và điểm rèn luyện từ loại Khá trở lên.
 Có trình độ Anh văn đạt chuẩn đầu ra của CTTN do Trường quy định.
 Các sinh viên không đạt một trong các điều kiện nêu trên sẽ nhận bằng tốt nghiệp như sinh viên chương trình chuẩn khi đã đạt đủ các điều kiện được quy định trong quy chế đào tạo theo học chế tín chỉ của Trường; đồng thời sinh viên phải hoàn trả toàn bộ học bổng đã nhận theo điều 13 của quy định này.","Điều 12, QUYẾT ĐỊNH VỀ VIỆC BAN HÀNH QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TÀI NĂNG CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
85,Quy định về tài chính,Sinh viên thuộc CTTN có học bổng nào không?,"1. Học bổng sinh viên
 Học bổng chương trình: học bổng được cấp cho sinh viên theo từng học kỳ – một học kỳ tính là 5.0 tháng. Mức học bổng hàng năm do Hiệu trưởng quyết định. Tất cả các sinh viên tài năng theo danh sách chính thức từng học kỳ đều được hưởng học bổng này.
 Học bổng khuyến khích học tập: sinh viên tài năng được tham gia xét hưởng học bổng khuyến khích học tập theo quy định của nhà nước tương tự như các sinh viên chương trình khác (xét chung theo khóa, Khoa-Ngành).","Khoản 1, Điều 13, QUYẾT ĐỊNH VỀ VIỆC BAN HÀNH QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TÀI NĂNG CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
86,Tuyển sinh hệ đào tạo từ xa,Có chỉ tiêu tuyển sinh cụ thể ở hệ đào tạo từ xa không?,"Điều 7. Tuyển sinh 
 1. Hàng năm, Trường có văn bản giao chỉ tiêu tuyển sinh cho từng Trạm ĐTTX.
  2. Công tác tuyển sinh hệ ĐTTX thực hiện theo quy định hiện hành về tuyển sinh hệ ĐTTX của ĐHQG-HCM và Bộ Giáo dục và Đào tạo.","Điều 7, QUY CHẾ ĐÀO TẠO TỪ XA TRÌNH ĐỘ ĐẠI HỌC CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
87,Khóa học hệ đào tạo từ xa,Thời gian thiết kế để sinh viên hoàn thành chương trình đào tạo có khác với học tại trường không?,"1. Khóa học là thời gian thiết kế để sinh viên hoàn thành chương trình giáo dục của một ngành chuyên môn ở trình độ đại học. 
 a) Đào tạo trình độ đại học được thực hiện từ 3 đến 5 năm đối với văn bằng 1; từ 2 năm đến 2,5 năm học đối với văn bằng 2; từ 1,5 năm đến 2 năm học đối với liên thông đại học. 
 b) Thời gian đào tạo văn bằng 1, văn bằng 2, liên thông đại học được xác định trên cơ sở học phần và khối lượng tích lũy quy định cho từng chương trình;","Khoản 1, Điều 10, QUY CHẾ ĐÀO TẠO TỪ XA TRÌNH ĐỘ ĐẠI HỌC CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
