Câu hỏi,Câu trả lời,Căn cứ,Ngày ban hành,Ngày cập nhật,Đường dẫn căn cứ,Đường dẫn các file cập nhật
Để đăng ký khóa luận tốt nghiệp cần có yêu cầu gì không?,"Điều 31. Thực tập, khóa luận tốt nghiệp và chuyên đề tốt nghiệp
3. Làm khóa luận tốt nghiệp
- Vào đầu mỗi học kỳ chính, sinh viên đủ điều kiện quy định có thể đăng ký làm khóa luận tốt nghiệp theo quy trình đăng ký học phần.
- Sinh viên chương trình tiên tiến và chương trình tài năng bắt buộc phải làm khóa luận tốt nghiệp.
- Sinh viên chương trình chuẩn được làm khóa luận tốt nghiệp khi thỏa các yêu cầu sau:
▪ Không được phép nợ quá 8 tín chỉ theo chương trình đào tạo.
▪ Có ĐTBC tính đến thời điểm xét làm khóa luận tốt nghiệp tối thiểu 6,5 hoặc
cao hơn theo yêu cầu cụ thể của khoa/bộ môn quản lý ngành đào tạo.
▪ Trường hợp đặc biệt do Hiệu trưởng quyết định.
- Sinh viên đủ điều kiện làm khóa luận được khoa/bộ môn quản lý ngành đào tạo giao đề tài khóa luận tốt nghiệp. Căn cứ đề nghị của Trưởng khoa/Trưởng bộ môn quản lý ngành đào tạo và Trưởng P.ĐTĐH, Hiệu trưởng ra quyết định giao nhiệm vụ hướng dẫn khóa luận tốt nghiệp.
- Sinh viên thực hiện khóa luận tốt nghiệp trong thời gian là một học kỳ chính.
- Sinh viên chỉ được bảo vệ khóa luận khi đã hoàn thành khóa luận và được sự đồng ý bằng văn bản của cán bộ hướng dẫn.
- Hằng năm có 2 đợt bảo vệ khóa luận tốt nghiệp được xác định cụ thể trên kế hoạch đào tạo của Trường. Nếu hết thời gian thực hiện khóa luận theo quy định mà sinh viên không ra bảo vệ hoặc không được cán bộ hướng dẫn đồng ý cho ra bảo vệ vào đúng đợt chính thức xem như không đạt học phần này, điểm được ghi là không (0).","KHOẢN 3, ĐIỀU 31, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,Không có
Thời gian thực hiện khóa luận tốt nghiệp?,"Điều 31. Thực tập, khóa luận tốt nghiệp và chuyên đề tốt nghiệp
3. Làm khóa luận tốt nghiệp
- Vào đầu mỗi học kỳ chính, sinh viên đủ điều kiện quy định có thể đăng ký làm khóa luận tốt nghiệp theo quy trình đăng ký học phần.
- Sinh viên chương trình tiên tiến và chương trình tài năng bắt buộc phải làm khóa luận tốt nghiệp.
- Sinh viên chương trình chuẩn được làm khóa luận tốt nghiệp khi thỏa các yêu cầu sau:
▪ Không được phép nợ quá 8 tín chỉ theo chương trình đào tạo.
▪ Có ĐTBC tính đến thời điểm xét làm khóa luận tốt nghiệp tối thiểu 6,5 hoặc
cao hơn theo yêu cầu cụ thể của khoa/bộ môn quản lý ngành đào tạo.
▪ Trường hợp đặc biệt do Hiệu trưởng quyết định.
- Sinh viên đủ điều kiện làm khóa luận được khoa/bộ môn quản lý ngành đào tạo giao đề tài khóa luận tốt nghiệp. Căn cứ đề nghị của Trưởng khoa/Trưởng bộ môn quản lý ngành đào tạo và Trưởng P.ĐTĐH, Hiệu trưởng ra quyết định giao nhiệm vụ hướng dẫn khóa luận tốt nghiệp.
- Sinh viên thực hiện khóa luận tốt nghiệp trong thời gian là một học kỳ chính.
- Sinh viên chỉ được bảo vệ khóa luận khi đã hoàn thành khóa luận và được sự đồng ý bằng văn bản của cán bộ hướng dẫn.
- Hằng năm có 2 đợt bảo vệ khóa luận tốt nghiệp được xác định cụ thể trên kế hoạch đào tạo của Trường. Nếu hết thời gian thực hiện khóa luận theo quy định mà sinh viên không ra bảo vệ hoặc không được cán bộ hướng dẫn đồng ý cho ra bảo vệ vào đúng đợt chính thức xem như không đạt học phần này, điểm được ghi là không (0).","KHOẢN 3, ĐIỀU 31, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,Không có
Sinh viên thực hiện bảo vệ khóa luận tốt nghiệp khí nào?,"Điều 31. Thực tập, khóa luận tốt nghiệp và chuyên đề tốt nghiệp
3. Làm khóa luận tốt nghiệp
- Vào đầu mỗi học kỳ chính, sinh viên đủ điều kiện quy định có thể đăng ký làm khóa luận tốt nghiệp theo quy trình đăng ký học phần.
- Sinh viên chương trình tiên tiến và chương trình tài năng bắt buộc phải làm khóa luận tốt nghiệp.
- Sinh viên chương trình chuẩn được làm khóa luận tốt nghiệp khi thỏa các yêu cầu sau:
▪ Không được phép nợ quá 8 tín chỉ theo chương trình đào tạo.
▪ Có ĐTBC tính đến thời điểm xét làm khóa luận tốt nghiệp tối thiểu 6,5 hoặc
cao hơn theo yêu cầu cụ thể của khoa/bộ môn quản lý ngành đào tạo.
▪ Trường hợp đặc biệt do Hiệu trưởng quyết định.
- Sinh viên đủ điều kiện làm khóa luận được khoa/bộ môn quản lý ngành đào tạo giao đề tài khóa luận tốt nghiệp. Căn cứ đề nghị của Trưởng khoa/Trưởng bộ môn quản lý ngành đào tạo và Trưởng P.ĐTĐH, Hiệu trưởng ra quyết định giao nhiệm vụ hướng dẫn khóa luận tốt nghiệp.
- Sinh viên thực hiện khóa luận tốt nghiệp trong thời gian là một học kỳ chính.
- Sinh viên chỉ được bảo vệ khóa luận khi đã hoàn thành khóa luận và được sự đồng ý bằng văn bản của cán bộ hướng dẫn.
- Hằng năm có 2 đợt bảo vệ khóa luận tốt nghiệp được xác định cụ thể trên kế hoạch đào tạo của Trường. Nếu hết thời gian thực hiện khóa luận theo quy định mà sinh viên không ra bảo vệ hoặc không được cán bộ hướng dẫn đồng ý cho ra bảo vệ vào đúng đợt chính thức xem như không đạt học phần này, điểm được ghi là không (0).","KHOẢN 3, ĐIỀU 31, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,Không có
Điểm thực tập doanh nghiệp được chấm thế nào?,"Điều 32. Chấm thực tập, khóa luận tốt nghiệp
1. Chấm thực tập doanh nghiệp :
Trưởng khoa tổ chức hội đồng chấm kết quả thực tập doanh nghiệp. Số thành viên của hội đồng chấm thực tập doanh nghiệp là 3 người.
Điểm chấm thực tập doanh nghiệp của mỗi thành viên hội đồng được cho theo thang điểm 10 (làm tròn đến 0,5); điểm tổng kết là trung bình cộng làm tròn đến 0,1 của các thành viên hội đồng (không tính hệ số).","KHOẢN 1, ĐIỀU 32, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,Không có
Những ai sẽ chấm điểm thực tập doanh nghiệp của sinh viên?,"Điều 32. Chấm thực tập, khóa luận tốt nghiệp
1. Chấm thực tập doanh nghiệp :
Trưởng khoa tổ chức hội đồng chấm kết quả thực tập doanh nghiệp. Số thành viên của hội đồng chấm thực tập doanh nghiệp là 3 người.
Điểm chấm thực tập doanh nghiệp của mỗi thành viên hội đồng được cho theo thang điểm 10 (làm tròn đến 0,5); điểm tổng kết là trung bình cộng làm tròn đến 0,1 của các thành viên hội đồng (không tính hệ số).","KHOẢN 1, ĐIỀU 32, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,Không có
Những ai sẽ chấm điểm khóa luận tốt nghiệp của sinh viên?,"Điều 32. Chấm thực tập, khóa luận tốt nghiệp
2. Chấm khóa luận tốt nghiệp:
Việc chấm kết quả khóa luận tốt nghiệp được thực hiện bởi hội đồng do khoa/bộ môn quản lý ngành đào tạo đề nghị và Hiệu trưởng ký quyết định thành lập. Số thành viên của hội đồng chấm khóa luận tốt nghiệp là 3 người, bao gồm: chủ tịch, ủy viên thư ký và ủy viên. Cán bộ hướng dẫn không được là thành viên hội đồng. Chủ tịch và ủy viên thư ký hội đồng không được kiêm nhiệm vai trò phản biện. Thành viên của hội đồng là giảng viên của Trường hoặc có thể mời những người có chuyên môn phù hợp ở ngoài Trường.
Điểm chấm khóa luận cho theo thang điểm 10 (lẻ đến 0,5) của mỗi thành viên hội
đồng, người hướng dẫn và người phản biện. Điểm tổng kết là trung bình cộng (làm tròn đến 0,1), trong đó :
o Điểm được cho bởi các thành viên hội đồng không phải là người phản biện có
hệ số 1.
o Điểm được cho bởi người hướng dẫn và người phản biện có hệ số 2.
Các quy định chi tiết khác về khóa luận tốt nghiệp có quy định riêng.","KHOẢN 2, ĐIỀU 32, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,Không có
Khóa luận tốt nghiệp sẽ được chấm điểm như thế nào?,"Điều 32. Chấm thực tập, khóa luận tốt nghiệp
2. Chấm khóa luận tốt nghiệp:
Việc chấm kết quả khóa luận tốt nghiệp được thực hiện bởi hội đồng do khoa/bộ môn quản lý ngành đào tạo đề nghị và Hiệu trưởng ký quyết định thành lập. Số thành viên của hội đồng chấm khóa luận tốt nghiệp là 3 người, bao gồm: chủ tịch, ủy viên thư ký và ủy viên. Cán bộ hướng dẫn không được là thành viên hội đồng. Chủ tịch và ủy viên thư ký hội đồng không được kiêm nhiệm vai trò phản biện. Thành viên của hội đồng là giảng viên của Trường hoặc có thể mời những người có chuyên môn phù hợp ở ngoài Trường.
Điểm chấm khóa luận cho theo thang điểm 10 (lẻ đến 0,5) của mỗi thành viên hội
đồng, người hướng dẫn và người phản biện. Điểm tổng kết là trung bình cộng (làm tròn đến 0,1), trong đó :
o Điểm được cho bởi các thành viên hội đồng không phải là người phản biện có
hệ số 1.
o Điểm được cho bởi người hướng dẫn và người phản biện có hệ số 2.
Các quy định chi tiết khác về khóa luận tốt nghiệp có quy định riêng.","KHOẢN 2, ĐIỀU 32, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,Không có
Khi nào điểm thực tập doanh nghiệp được công bố?,"Điều 32. Chấm thực tập, khóa luận tốt nghiệp
3. Kết quả chấm thực tập, khóa luận tốt nghiệp phải được công bố chậm nhất trong vòng 01 tuần sau ngày báo cáo thực tập/bảo vệ khóa luận tốt nghiệp.","KHOẢN 3, ĐIỀU 32, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,Không có
Khi nào điểm khóa luận tốt nghiệp được công bố?,"Điều 32. Chấm thực tập, khóa luận tốt nghiệp
3. Kết quả chấm thực tập, khóa luận tốt nghiệp phải được công bố chậm nhất trong vòng 01 tuần sau ngày báo cáo thực tập/bảo vệ khóa luận tốt nghiệp.","KHOẢN 3, ĐIỀU 32, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,Không có
Thời gian chấm thực tập doanh nghiệp là bao lâu?,"Điều 32. Chấm thực tập, khóa luận tốt nghiệp
3. Kết quả chấm thực tập, khóa luận tốt nghiệp phải được công bố chậm nhất trong vòng 01 tuần sau ngày báo cáo thực tập/bảo vệ khóa luận tốt nghiệp.","KHOẢN 3, ĐIỀU 32, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,Không có
Thời gian chấm khóa luận tốt nghiệp là bao lâu?,"Điều 32. Chấm thực tập, khóa luận tốt nghiệp
3. Kết quả chấm thực tập, khóa luận tốt nghiệp phải được công bố chậm nhất trong vòng 01 tuần sau ngày báo cáo thực tập/bảo vệ khóa luận tốt nghiệp.","KHOẢN 3, ĐIỀU 32, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,Không có
Điều kiện để được xét tốt nghiệp là?,"Điều 33. Điều kiện xét tốt nghiệp và công nhận tốt nghiệp
1. Mỗi năm Trường có 4 đợt xét tốt nghiệp và cấp bằng tốt nghiệp đại học, lịch xét tốt nghiệp được ghi trong kế hoạch năm học. Để được Trường xét cấp bằng tốt nghiệp, sinh viên nộp hồ sơ đề nghị xét tốt nghiệp khi đã đáp ứng đủ các điều kiện sau đây:
- Cho đến thời điểm xét tốt nghiệp, sinh viên không đang trong thời gian bị truy cứu trách nhiệm hình sự hoặc bị kỷ luật từ mức đình chỉ học tập trở lên.
- Đã hoàn thành nghĩa vụ học phí.
- Đã hoàn thành các môn học, tích lũy đủ số tín chỉ theo đúng chương trình đào tạo.
- Đã hoàn thành các môn học Giáo dục thể chất.
- Có chứng chỉ Giáo dục quốc phòng-An ninh.
- Đạt chuẩn ngoại ngữ xét tốt nghiệp.
- Đạt điểm rèn luyện tích lũy tối thiểu là 50 điểm.
- Đã hoàn trả sách mượn cho Thư viện.","KHOẢN 1, ĐIỀU 33, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,Không có
Mỗi năm có bao nhiêu đợt xét tốt nghiệp?,"Điều 33. Điều kiện xét tốt nghiệp và công nhận tốt nghiệp
1. Mỗi năm Trường có 4 đợt xét tốt nghiệp và cấp bằng tốt nghiệp đại học, lịch xét tốt nghiệp được ghi trong kế hoạch năm học. Để được Trường xét cấp bằng tốt nghiệp, sinh viên nộp hồ sơ đề nghị xét tốt nghiệp khi đã đáp ứng đủ các điều kiện sau đây:
- Cho đến thời điểm xét tốt nghiệp, sinh viên không đang trong thời gian bị truy cứu trách nhiệm hình sự hoặc bị kỷ luật từ mức đình chỉ học tập trở lên.
- Đã hoàn thành nghĩa vụ học phí.
- Đã hoàn thành các môn học, tích lũy đủ số tín chỉ theo đúng chương trình đào tạo.
- Đã hoàn thành các môn học Giáo dục thể chất.
- Có chứng chỉ Giáo dục quốc phòng-An ninh.
- Đạt chuẩn ngoại ngữ xét tốt nghiệp.
- Đạt điểm rèn luyện tích lũy tối thiểu là 50 điểm.
- Đã hoàn trả sách mượn cho Thư viện.","KHOẢN 1, ĐIỀU 33, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,Không có
